裝備名稱,裝備部位,基礎ATK/DEF,基礎穩定度,屬性分類,屬性名稱,屬性值1,屬性值2,說明,(英文)裝備名稱
,,,,,reduce_dmg_charge,-45,,,
,,,,extra,caption,不可交易,,,
,,,,obtain,type,boss,,,
,,,,,name,魔力費雷西亞（可可）,,,
,,,,,map,艾爾．斯卡羅後巷 (白色情人節),,,
巧酥盤,追加裝備,338,,stats,critical_rate,30,,,Crust Plate
,,,,,aspd,30%,,,
,,,,,aggro,30,,,
,,,,,motion_speed,6,body.defense,,
,,,,extra,caption,不可交易,,,
,,,,obtain,type,boss,,,
,,,,,name,魔力費雷西亞（巧克力）,,,
,,,,,map,艾爾．斯卡羅後巷 (白色情人節),,,
餅乾腰翼,追加裝備,135,,stats,long_range_damage,10%,,,Cookie Wings
,,,,,dex,5%,,,
,,,,,accuracy,25%,,,
,,,,,accuracy,25%,sub.arrow,,
,,,,,magic_pierce,25%,magic_device,,
,,,,extra,caption,不可交易,,,
,,,,obtain,type,boss,,,
,,,,,name,魔力費雷西亞（280）,,,
,,,,,map,艾爾．斯卡羅後巷 (白色情人節),,,
氣流劍,單手劍,367,80,stats,element_wind,1,,,Aeria Spada
,,,,,physical_pierce,16%,,,
,,,,,critical_rate,50,,,
,,,,,aspd,50%,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"波瑪．空達礦石#15,基頓羽毛#15,金屬#275,木材#250",,,
,,,,,cost,1050,,,
,,,,,item_level,205,,,
,,,,,item_difficulty,210,,,
,,,,,potential,49,,,
太陽之杖,法杖,367,60,stats,element_fire,1,,,Solar Staff
,,,,,stability,16%,,,
,,,,,magic_pierce,16%,,,
,,,,,cspd,32%,,,
,,,,,natural_hp_regen,32%,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"小龍翼#5,薔薇葉#25,金屬#400,魔素#125",,,
,,,,,cost,1050,,,
,,,,,item_level,205,,,
,,,,,item_difficulty,210,,,
,,,,,potential,49,,,
欺詐套裝,身體裝備,255,,stats,atk,9%,,,Trickster Costume
,,,,,matk,9%,,,
,,,,,stability,9%,,,
,,,,,max_mp,300,,,
,,,,,attack_mp_recovery,6,,,
,,,,,natural_mp_regen,20%,,,
,,,,,aggro,-25%,,,
,,,,,max_hp,-9%,,,
,,,,,light_resistance,-4%,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"欺龍的皮#4,欺龍的龍眼#1,獸品#1250,布料#1200",,,
,,,,,cost,2450,,,
,,,,,item_level,240,,,
,,,,,item_difficulty,245,,,
,,,,,potential,54,,,
龍披肩,追加裝備,314,,stats,max_hp,10000,,,Dragon Cape
,,,,,physical_pierce,9%,,,
,,,,,magic_pierce,9%,,,
,,,,,unsheathe_attack_multiplier,8%,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"熱龍鱗#50,薔薇油#25,布料#400,魔素#175",,,
,,,,,cost,1150,,,
巫師的護肩,追加裝備,163,,stats,natural_hp_regen,25%,,,Shaman Shoulder Pad
,,,,,aspd,25%,,,
,,,,,cspd,25%,,,
,,,,,light_resistance,25%,,,
,,,,,dark_resistance,25%,,,
,,,,,neutral_resistance,25%,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"金剛角#10,順滑的馬毛#30,暗淡的發光眼球#2,獸品#590",,,
,,,,,cost,1175,,,
大隻角,追加裝備,163,,stats,atk,9%,,,Big Horns
,,,,,stability,6%,,,
,,,,,motion_speed,3%,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"岩狀胸骨角#5,巨大的頭盾#10,黑褐色硬毛#20,獸品#590",,,
,,,,,cost,1175,,,
領域護盾,盾牌,76,,stats,guard_regenerate,29%,,,Aeria Shield
,,,,,guard_power,29%,,,
,,,,,physical_pierce,3%,,,
,,,,,aspd,20%,,,
,,,,obtain,type,mobs,,,
,,,,,name,波瑪鴞,,,
,,,,,map,波瑪．空達前,,,
堅定的濃眉,追加裝備,226,,stats,physical_resistance,20%,,,Thick Determined Eyebrows
,,,,,magic_resistance,20%,,,
,,,,,guard_regenerate,10%,,,
,,,,,guard_power,10%,,,
,,,,obtain,type,mobs,,,
,,,,,name,山豬怪,,,
,,,,,map,波瑪．空達前,,,
休美蝶髮夾,追加裝備,38,,stats,matk,9%,,,Schmet Hairpin
,,,,,int,9%,,,
,,,,,magic_resistance,9%,,,
,,,,obtain,type,mobs,,,
,,,,,name,萵苣頭,,,
,,,,,map,波瑪．空達前,,,
紅炎之翼,魔導具,183,70,stats,element_fire,1,,,Flammarem
,,,,,stronger_against_earth,5%,,,
,,,,,matk,8%,,,
,,,,,agi,7%,,,
,,,,,aspd,60%,,,
,,,,obtain,type,mobs,,,
,,,,,name,大尾龍,,,
,,,,,map,波瑪．空達．地下區域,,,
錨弩,弩,293,50,stats,element_wind,1,,,Anchor Bowgun
,,,,,max_hp,25%,,,
,,,,,vit,8%,,,
,,,,,physical_resistance,15%,,,
,,,,,aggro,15%,,,
,,,,obtain,type,mobs,,,
,,,,,name,地佐龍,,,
,,,,,map,波瑪．空達．地下區域,,,
紅炎大劍,雙手劍,550,70,stats,element_fire,1,,,Flamma Blade
,,,,,stronger_against_earth,8%,,,
,,,,,atk,8%,,,
,,,,,max_hp,3000,,,
,,,,,max_hp,15%,,,
,,,,obtain,type,mobs,,,
,,,,,name,克奧爾加,,,
,,,,,map,波瑪．空達．地下區域,,,
,,,,obtain,type,mobs,,,
,,,,,name,小紅眼,,,
,,,,,map,喧囂之塔（210~214）,,,
屠龍劍,雙手劍,750,70,stats,element_dark,1,,,Dragon Slasher
,,,,,stronger_against_neutral,35%,,,
,,,,,atk,10%,,,
,,,,,critical_rate,100,,,
,,,,,attack_mp_recovery,25,,,
,,,,,magical_barrier,3000,,,
,,,,,guard_regenerate,25%,,,
,,,,,guard_power,75%,,,
,,,,obtain,type,mini_boss,,,
,,,,,name,大克奧爾龍,,,
,,,,,map,波瑪．空達．地下區域,,,
龍刀．樂,拔刀劍,194,70,stats,element_light,1,,,Brass Dragon Sword
,,,,,atk,10%,,,
,,,,,aspd,1000,,,
,,,,,accuracy,100,,,
,,,,,additional_meele,100%,,,
,,,,,critical_rate,200%,,,
,,,,,reduce_dmg_charge,40%,,,
,,,,obtain,type,boss,,,
,,,,,name,樂龍雷多爾基,,,
,,,,,map,波瑪．空達,,,
愜意槍,弩,388,50,stats,element_light,1,,,Agradable
,,,,,atk,10%,,,
,,,,,physical_pierce,15%,,,
,,,,,cspd,20%,,,
,,,,,additional_meele,100%,,,
,,,,,critical_rate,200%,,,
,,,,,reduce_dmg_straight_line,40%,,,
,,,,obtain,type,boss,,,
,,,,,name,樂龍雷多爾基,,,
,,,,,map,波瑪．空達,,,
頭頂樹鶯,追加裝備,15,,stats,vit,9%,,,Warbler on the Head
,,,,,aspd,450,,,
,,,,,cspd,450,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"櫻戰士之證#1,獸品#100",,,
,,,,,cost,1000,,,
髮釵緞帶,追加裝備,82,,stats,matk,8%,,,Ribbon Kanzashi
,,,,,stronger_against_neutral,4%,,,
,,,,,critical_rate,25,,,
,,,,,critical_rate,25,staff,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"櫻戰士之證#10,熊劍士的茸茸鬍鬚#5,布料#300",,,
,,,,,cost,2000,,,
時髦斗笠,追加裝備,262,,stats,unsheathe_attack_multiplier,9%,,,Stylish Kasa
,,,,,dex,9%,,,
,,,,,attack_mp_recovery,9,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"櫻戰士之證#25,熊劍士的秘藏酒#3,木材#300",,,
,,,,,cost,3000,,,
和風頭飾,追加裝備,175,,stats,max_hp,2500,,,Japanese Style Bucket Hat
,,,,,attack_mp_recovery,5,,,
,,,,,stability,5%,,,
,,,,,accuracy,50%,body.dodge,,
,,,,,aggro,50%,body.defense,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"櫻戰士之證#25,熊劍士的秘藏酒#3,布料#300",,,
,,,,,cost,3000,,,
圓形墨鏡,追加裝備,124,,stats,agi,9%,,,Round Sunglasses
,,,,,critical_rate,18,,,
,,,,,atk,9%,knuckle,,
,,,,,cspd,900,katana,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"櫻色獎狀#6,金屬#200",,,
,,,,,cost,5000,,,
櫻花和服VI,身體裝備,240,,stats,max_hp,5000,,,Sakura Kimono VI
,,,,,attack_mp_recovery,10,,,
,,,,,stability,15%,,,
,,,,,anticipate,20%,,,
,,,,,aggro,-25%,,,
,,,,,tumble_unavailable,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"櫻戰士之證#100,櫻色獎狀#10,布料#600",,,
,,,,,cost,6000,,,
春陽麗和之箭,箭矢,181,20,stats,element_light,1,,,Sunny Spring Arrow
,,,,,physical_pierce,5%,,,
,,,,,magic_pierce,5%,,,
,,,,,guard_break,5%,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"櫻色獎狀#10,木材#300,魔素#100",,,
,,,,,cost,5000,,,
戰櫻短杖,法杖,454,60,stats,element_light,1,,,Sakura Warrior Staff
,,,,,short_range_damage,9%,,,
,,,,,max_mp,800,,,
,,,,,stability,7%,,,
,,,,,magic_pierce,25%,sub.dagger,,
,,,,,tumble_unavailable,1,sub.dagger,,
,,,,obtain,type,boss,,,
,,,,,name,寶蓋熊,,,
,,,,,map,【櫻花活動第八章】天櫻山．山頂,,,
戰櫻旋槍,旋風槍,726,60,stats,atk,9%,,,Sakura Warrior Halberd
,,,,,attack_mp_recovery,30,,,
,,,,,physical_resistance,30%,,,
,,,,,magic_resistance,30%,,,
,,,,,ailment_resistance,30%,,,
,,,,,stronger_against_neutral,30%,,,
,,,,obtain,type,boss,,,
,,,,,name,寶蓋熊,,,
,,,,,map,【櫻花活動第八章】天櫻山．山頂,,,
寶蓋熊帽子,追加裝備,350,,stats,atk,5%,,,Baavgai Hat
,,,,,short_range_damage,5%,,,
,,,,,max_hp,10%,,,
,,,,,physical_pierce,10%,,,
,,,,,motion_speed,5%,,,
,,,,,aspd,-1350,,,
,,,,extra,caption,不可交易,,,
,,,,obtain,type,boss,,,
,,,,,name,寶蓋熊,,,
,,,,,map,【櫻花活動第八章】天櫻山．山頂,,,
熊櫻守石,特殊裝備,0,,stats,def,10%,,,Sakura Bear Charmstone
,,,,,mdef,10%,,,
,,,,,ailment_resistance,10%,,,
,,,,obtain,type,box,,,
,,,,,name,朱鷺色葛藤籃,,,
,,,,,map,【櫻花活動第八章】天櫻山．山頂,,,
熊戰士腰帶,特殊裝備,0,,stats,short_range_damage,2%,,,Bear Warrior Obi
,,,,,critical_rate,15,,,
,,,,,critical_rate,15,2h_sword,,
,,,,,motion_speed,5%,knuckle,,
,,,,obtain,type,box,,,
,,,,,name,朱鷺色葛藤籃,,,
,,,,,map,【櫻花活動第八章】天櫻山．山頂,,,
鮭魚乾護符,特殊裝備,0,,stats,max_mp,200,,,Salmon Jerky Talisman
,,,,,stability,10%,,,
,,,,,magic_pierce,5%,,,
,,,,obtain,type,box,,,
,,,,,name,朱鷺色葛藤籃,,,
,,,,,map,【櫻花活動第八章】天櫻山．山頂,,,
鮭魚乾雙拳,拳套,508,70,stats,short_range_damage,9%,,,Salmon Jerky Knuckles
,,,,,physical_pierce,18%,,,
,,,,,attack_mp_recovery,36,,,
,,,,,aspd,72%,,,
,,,,,fire_resistance,-30%,,,
,,,,,guard_power,-60%,,,
,,,,obtain,type,boss,,,
,,,,,name,寶蓋熊(260),,,
,,,,,map,【櫻花活動第八章】天櫻山．山頂,,,
鮭魚乾大劍,雙手劍,727,70,stats,element_water,1,,,Salmon Jerky Greatsword
,,,,,stronger_against_fire,10%,,,
,,,,,atk,9%,,,
,,,,,max_hp,40%,,,
,,,,,aspd,1000,,,
,,,,,atk_up_vit,100%,,,
,,,,obtain,type,boss,,,
,,,,,name,寶蓋熊(260),,,
,,,,,map,【櫻花活動第八章】天櫻山．山頂,,,
維托斯弩槍,弩,316,50,stats,element_earth,1,,,Vegitos Bowgun
,,,,,atk,8%,,,
,,,,,critical_rate,40,,,
,,,,,reduce_dmg_charge,40,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"幾何形狀的花瓣#15,波瑪．空達礦石#15,金屬#300,木材#250",,,
,,,,,cost,1100,,,
,,,,,item_level,215,,,
,,,,,item_difficulty,220,,,
,,,,,potential,50,,,
冰花之翼,魔導具,197,70,stats,element_water,1,,,Rime Wing
,,,,,matk,8%,,,
,,,,,max_hp,4000,,,
,,,,,max_mp,400,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"冰晶石材#5,鋸形羽毛#25,獸品#500,魔素#50",,,
,,,,,cost,1100,,,
,,,,,item_level,215,,,
,,,,,item_difficulty,220,,,
,,,,,potential,50,,,
兔兔頭巾,追加裝備,170,,stats,atk,4%,,,Bunny Hood
,,,,,agi,4%,,,
,,,,,long_range_damage,8,,,
,,,,,flinch_unavailable,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"冰晶尾巴#25,冰狼的皮毛#25,獸品#350,布料#250",,,
,,,,,cost,1200,,,
哥德魔女帽,追加裝備,200,,stats,magic_pierce,20,,,Gothic Witch Hat
,,,,,critical_rate,25,,,
,,,,,critical_rate,50%,,,
,,,,,invincible_aid_sec,3,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"詭異的單眼#6,紅光球體#12,布料#500,魔素#200",,,
,,,,,cost,1200,,,
冰鳥護符,特殊裝備,0,,stats,max_mp,300,,,Ice Bird Talisman
,,,,,water_resistance,30%,,,
,,,,,neutral_resistance,15%,,,
,,,,obtain,type,mobs,,,
,,,,,name,冰鳥,,,
,,,,,map,寒氣迴廊,,,
淚痕,追加裝備,14,,stats,matk,8%,,,Teardrop
,,,,,stability,4%,,,
,,,,,weapon_atk,2%,,,
,,,,obtain,type,mobs,,,
,,,,,name,魚童獸,,,
,,,,,map,寒氣迴廊,,,
維米奧之弓,弓,237,60,stats,element_fire,1,,,Vermio Bow
,,,,,stronger_against_earth,5%,,,
,,,,,matk,8%,,,
,,,,,cspd,30,,,
,,,,obtain,type,mobs,,,
,,,,,name,百合摩羅,,,
,,,,,map,冰凍瀑布．第一區,,,
,,,,obtain,type,mobs,,,
,,,,,name,米可迪亞,,,
,,,,,map,喧囂之塔（230~234）,,,
極光羽衣,追加裝備,163,,stats,max_mp,200,,,
,,,,,critical_rate,25,,,
,,,,,critical_damage,4%,,,
,,,,,fire_resistance,-10%,,,
,,,,obtain,type,mobs,,,
,,,,,name,速凍海豚,,,
,,,,,map,冰凍瀑布．第一區,,,
盧克斯劍,單手劍,395,80,stats,element_fire,1,,,Luxurie Sword
,,,,,short_range_damage,8%,,,
,,,,,aspd,500,,,
,,,,,physical_resistance,35%,,,
,,,,obtain,type,mobs,,,
,,,,,name,菌絲體,,,
,,,,,map,冰凍瀑布．第一區,,,
,,,,obtain,type,mobs,,,
,,,,,map,黑暗冷杉(Lv.250~Lv.254),,,
,,,,,name,管家普羅姆斯,,,
多米納多之翼,魔導具,242,70,stats,element_dark,1,,,Dominantrum
,,,,,matk,10%,,,
,,,,,magic_pierce,20,,,
,,,,,attack_mp_recovery,30,,,
,,,,,physical_resistance,40,,,
,,,,,guard_power,40,,,
,,,,,reduce_dmg_floor,40,,,
,,,,obtain,type,boss,,,
,,,,,name,多米納雷多爾,,,
,,,,,map,冰凍瀑布．最深處,,,
多米納多之鐮,旋風槍,776,60,stats,element_fire,1,,,Dominant Scythespear
,,,,,atk,10%,,,
,,,,,stability,20,,,
,,,,,max_hp,30%,,,
,,,,,critical_rate,40,,,
,,,,,reduce_dmg_bowling,40,,,
,,,,,tumble_unavailable,1,,,
,,,,obtain,type,boss,,,
,,,,,name,多米納雷多爾,,,
,,,,,map,冰凍瀑布．最深處,,,
婚紗禮服,身體裝備,200,,stats,max_mp,1000,,,Wedding Dress
,,,,,dodge,50,,,
,,,,,critical_rate,25,,,
,,,,,dark_resistance,-25,,,
,,,,obtain,type,box,,,
,,,,,name,新娘寶箱,,,
,,,,,map,6月婚禮活動,,,
燕尾服,身體裝備,200,,stats,max_hp,10000,,,Tuxedo
,,,,,accuracy,50,,,
,,,,,critical_rate,25,,,
,,,,,light_resistance,-25,,,
,,,,obtain,type,box,,,
,,,,,name,新郎寶箱,,,
,,,,,map,6月婚禮活動,,,
奏妖星的槍矛,旋風槍,842,60,stats,element_light,1,,,Mystic Star Spear
,,,,,atk,10%,,,
,,,,,max_hp,10000,,,
,,,,,critical_rate,200%,,,
,,,,,matk_up_str,100%,,,
,,,,,magic_pierce,100%,,,
,,,,,magic_resistance,50%,,,
,,,,,reduce_dmg_meteor,50%,,,
,,,,obtain,type,boss,,,
,,,,,name,愛德華茲,,,
,,,,,map,高難度挑戰活動,,,
星辰之舟服(近),身體裝備,256,,stats,max_hp,7500,,,Stellar Fighter (SRA)
,,,,,critical_rate,25,,,
,,,,,short_range_damage,10%,,,
,,,,,physical_pierce,5%,,,
,,,,,magic_pierce,5%,,,
,,,,,anticipate,20%,,,
,,,,,dark_resistance,30%,,,
,,,,,max_mp,200,2h_sword,,
,,,,obtain,type,boss,,,
,,,,,name,愛德華茲,,,
,,,,,map,高難度挑戰活動,,,
星辰之舟服(遠),身體裝備,256,,stats,max_hp,7500,,,Stellar Fighter (LRA)
,,,,,critical_rate,25,,,
,,,,,long_range_damage,10%,,,
,,,,,physical_pierce,5%,,,
,,,,,magic_pierce,5%,,,
,,,,,guard_break,20%,,,
,,,,,light_resistance,30%,,,
,,,,,aspd,500,sub.arrow,,
,,,,obtain,type,boss,,,
,,,,,name,愛德華茲,,,
,,,,,map,高難度挑戰活動,,,
星辰之舟服,身體裝備,306,,stats,max_hp,15000,,,Stellar Fighter
,,,,,critical_rate,25,,,
,,,,,physical_resistance,20%,,,
,,,,,magic_resistance,20%,,,
,,,,,ailment_resistance,10%,,,
,,,,,light_resistance,15%,,,
,,,,,dark_resistance,15%,,,
,,,,obtain,type,boss,,,
,,,,,name,愛德華茲,,,
,,,,,map,高難度挑戰活動,,,
維米奧之弓,弓,237,60,stats,element_fire,1,,,Vermio Bow
,,,,,stronger_against_earth,5%,,,
,,,,,attack_mp_recovery,8%,,,
,,,,,cspd,40%,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"紅光球體#5,飄來的破布#10,金屬#300,木材#250",,,
,,,,,cost,1100,,,
,,,,,item_level,215,,,
,,,,,item_difficulty,220,,,
,,,,,potential,50,,,
冰花之翼,魔導具,197,70,stats,element_water,1,,,Rime Wing
,,,,,matk,8%,,,
,,,,,max_hp,4000,,,
,,,,,max_mp,400,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"冰晶食材#5,鋸型羽毛#25,獸品#500,魔素#50",,,
,,,,,cost,1100,,,
,,,,,item_level,215,,,
,,,,,item_difficulty,220,,,
,,,,,potential,50,,,
天鷹戟,旋風槍,632,60,stats,element_wind,1,,,Aquila Glaive
,,,,,atk,8%,,,
,,,,,accuracy,80,,,
,,,,,evasion_regenerate,40%,,,
,,,,,water_resistance,40%,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"冰晶尾巴#15,普埃爾塔石材#15,獸品#350,金屬#200",,,
,,,,,cost,1100,,,
,,,,,item_level,215,,,
,,,,,item_difficulty,220,,,
,,,,,potential,50,,,
隱私保護條,追加裝備,1,,stats,critical_rate,40,,,Censor Bar
,,,,,light_resistance,30%,,,
,,,,,accuracy,-20%,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"發光的花瓣#10,冰晶石材#5,黯淡的眼神#1,木材#600",,,
,,,,,cost,1200,,,
有領小披風,追加裝備,175,,stats,str,9%,,,Collared Short Cape
,,,,,atk,9%,,,
,,,,,anticipate,18%,,,
,,,,,atk_down_agi,100%,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"潮濕的薄翼#10,冰狼的皮毛#30,布料#400,獸品#200",,,
,,,,,cost,1225,,,
桃珊瑚護符,特殊裝備,0,,stats,max_mp,300,,,Coral Peach Talisman
,,,,,dark_resistance,30%,,,
,,,,,neutral_resistance,15%,,,
,,,,obtain,type,mobs,,,
,,,,,name,泡泡海牛,,,
,,,,,map,拉布魯姆環礁,,,
海星手裏劍,特殊裝備,0,,stats,critical_rate,20,,,Starfish Shuriken
,,,,,stability,-10%,,,
,,,,,unsheathe_attack_multiplier,5%,sub.ninjutsu_scroll,,
,,,,,physical_pierce,5%,sub.ninjutsu_scroll,,
,,,,obtain,type,mobs,,,
,,,,,name,毒海星,,,
,,,,,map,拉布魯姆環礁,,,
硬首頭盔,追加裝備,314,,stats,mdef,10%,,,Solid Guard Helmet
,,,,,ailment_resistance,20%,,,
,,,,,neutral_resistance,30%,,,
,,,,obtain,type,mobs,,,
,,,,,name,環礁甲龜,,,
,,,,,map,拉布魯姆環礁,,,
皚蛇,拔刀劍,158,60,stats,element_water,1,,,White Viper
,,,,,atk,8%,,,
,,,,,unsheathe_attack_multiplier,7,,,
,,,,,critical_rate,60,,,
,,,,obtain,type,mobs,,,
,,,,,name,沃達螈,,,
,,,,,map,普埃爾塔群島．第1區,,,
,,,,obtain,type,mobs,,,
,,,,,name,沃達螈,,,
,,,,,map,普埃爾塔群島．第2區,,,
,,,,obtain,type,mobs,,,
,,,,,name,沃達螈,,,
,,,,,map,普埃爾塔群島．第3區,,,
腰環,追加裝備,41,,stats,critical_damage,9%,,,Waistlet
,,,,,magic_pierce,9,,,
,,,,,natural_mp_regen,9%,,,
,,,,obtain,type,mobs,,,
,,,,,name,蝌美露,,,
,,,,,map,普埃爾塔群島．第1區,,,
,,,,obtain,type,mobs,,,
,,,,,name,蝌美露,,,
,,,,,map,普埃爾塔群島．第2區,,,
,,,,obtain,type,mobs,,,
,,,,,name,蝌美露,,,
,,,,,map,普埃爾塔群島．第3區,,,
貝魯虎爪,拳套,276,90,stats,element_earth,1,,,Sharp Baghnakhs
,,,,,stronger_against_wind,5,,,
,,,,,max_mp,100,,,
,,,,,critical_rate,90%,,,
,,,,,aspd,80%,,,
,,,,obtain,type,mobs,,,
,,,,,name,桃氣鳥,,,
,,,,,map,普埃爾塔群島．第1區,,,
,,,,obtain,type,mobs,,,
,,,,,name,桃氣鳥,,,
,,,,,map,普埃爾塔群島．第2區,,,
,,,,obtain,type,mobs,,,
,,,,,name,桃氣鳥,,,
,,,,,map,普埃爾塔群島．第3區,,,
蛙戰士短劍,小刀,250,0,stats,short_range_damage,1,,,Frog Warrior Dagger
,,,,,motion_speed,3,,,
,,,,,accuracy,5%,,,
,,,,,aggro,-10,,,
,,,,,critical_rate,20%,1h_sword,,
,,,,,cspd,20%,bowgun,,
,,,,obtain,type,boss,,,
,,,,,name,薩波,,,
,,,,,map,普埃爾塔群島．礦口前,,,
水神子的龍角,追加裝備,140,,stats,short_range_damage,5,,,Water Priest Draconic Horns
,,,,,motion_speed,5,,,
,,,,,additional_meele,200,,,
,,,,,tumble_unavailable,1,,,
,,,,,unsheathe_attack_multiplier,5,katana,,
,,,,,matk,5%,sub.shield,,
,,,,obtain,type,boss,,,
,,,,,name,薩波,,,
,,,,,map,普埃爾塔群島．礦口前,,,
水神子的法衣,身體裝備,140,,stats,max_hp,25%,,,Water Priest Robe
,,,,,physical_resistance,25,,,
,,,,,magic_resistance,25,,,
,,,,,cspd,600,,,
,,,,,cspd,40%,,,
,,,,,water_resistance,20,,,
,,,,,critical_rate,40,katana,,
,,,,obtain,type,boss,,,
,,,,,name,薩波,,,
,,,,,map,普埃爾塔群島．礦口前,,,
8周年緞帶,追加裝備,80,,stats,magical_barrier,800,,,8th Anniv Ribbon
,,,,,str,8%,,,
,,,,,int,8%,,,
,,,,,vit,8%,,,
,,,,,agi,8%,,,
,,,,,dex,8%,,,
,,,,obtain,type,exchange,,,
,,,,,name,周年慶券VIII兌換所,,,
,,,,,map,周年慶競技場．第8會場,,,
,,,,obtain,type,exchange,,,
,,,,,name,周年慶券兌換所,,,
,,,,,map,周年慶競技場．第1會場~第7會場,,,
8周年帽子,追加裝備,80,,stats,physical_barrier,800,,,8th Anniv Hat
,,,,,str,8%,,,
,,,,,int,8%,,,
,,,,,vit,8%,,,
,,,,,agi,8%,,,
,,,,,dex,8%,,,
,,,,obtain,type,exchange,,,
,,,,,name,周年慶券VIII兌換所,,,
,,,,,map,周年慶競技場．第8會場,,,
,,,,obtain,type,exchange,,,
,,,,,name,周年慶券兌換所,,,
,,,,,map,周年慶競技場．第1會場~第7會場,,,
8周年寶劍,單手劍,220,80,stats,atk,6%,,,8th Anniv Sword
,,,,,str,6%,,,
,,,,,aspd,650,,,
,,,,,anticipate,15,,,
,,,,,critical_rate,35,,,
,,,,,magic_resistance,35,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"8周年銅牌#20,金屬#30",,,
,,,,,cost,280,,,
,,,,,item_level,1,,,
,,,,,item_difficulty,160,,,
,,,,,potential,39,,,
8周年寶劍II,單手劍,277,80,stats,atk,7%,,,8th Anniv Sword II
,,,,,str,7%,,,
,,,,,aspd,800,,,
,,,,,anticipate,17,,,
,,,,,critical_rate,35,,,
,,,,,magic_resistance,35,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"8周年銀牌#20,金屬#140",,,
,,,,,cost,330,,,
,,,,,item_level,110,,,
,,,,,item_difficulty,185,,,
,,,,,potential,43,,,
8周年寶劍III,單手劍,327,80,stats,atk,7%,,,8th Anniv Sword III
